ssn,fname,lname,age,gender,nurse_id,rec_id
100001325,Erin,Lee,57,F,128,227
100001326,Amber,Thompson,13,M,37,51
100001327,Nancy,Vaughn,59,F,290,222
100001328,Julia,Hart,35,M,69,199
100001329,Christy,Harrison,60,F,219,269
100001330,Denise,Cruz,33,F,162,84
100001331,Dennis,Rasmussen,49,F,181,221
100001332,Melissa,Wilson,54,F,67,238
100001333,Lori,Pineda,76,M,270,55
100001334,Joshua,Smith,69,F,288,99
100001335,Carrie,Williams,65,F,153,154
100001336,Ryan,Johnson,38,F,273,288
100001337,Tammy,Garcia,16,F,125,250
100001338,Betty,Vasquez,67,F,71,149
100001339,Matthew,Lawrence,70,F,238,118
100001340,David,Coleman,31,M,160,53
100001341,Courtney,Spencer,17,M,295,218
100001342,Marilyn,Patel,42,F,151,72
100001343,Kimberly,Mcfarland,51,F,122,107
100001344,Rachel,Jones,58,M,28,195
100001345,Gina,Perez,66,M,217,187
100001346,Ann,Parker,40,F,186,113
100001347,John,Ballard,75,F,261,274
100001348,Patrick,Hall,30,F,206,44
100001349,Elizabeth,Thompson,72,M,190,149
100001350,Peter,Brady,57,F,295,218
100001351,Ashley,Wilkerson,40,F,292,273
100001352,Gail,Hernandez,71,F,111,196
100001353,Monica,Sanders,26,M,197,167
100001354,Donald,Goodman,29,F,223,131
100001355,Ellen,Barr,40,F,221,144
100001356,Margaret,Lewis,50,F,89,92
100001357,Stephen,Ho,73,F,185,49
100001358,Karen,Wallace,16,F,68,89
100001359,Eric,Jones,14,M,259,85
100001360,Jeffrey,Stone,54,M,165,119
100001361,Christopher,Warren,70,M,78,175
100001362,Thomas,Cooper,17,M,68,89
100001363,Alexandra,Malone,23,M,145,276
100001364,Sarah,Cook,58,F,133,281
100001365,Tommy,Allen,77,F,176,202
100001366,Jonathan,Burns,14,M,26,228
100001367,John,Webb,50,M,192,258
100001368,Courtney,Martin,69,F,22,170
100001369,Jennifer,Reynolds,16,M,219,269
100001370,Amy,Ellis,59,F,73,113
100001371,Sally,Ramirez,46,M,149,116
100001372,Margaret,Navarro,36,F,84,114
100001373,Kristina,Marshall,13,F,238,118
100001374,Lori,Thompson,21,F,252,83
100001375,Aaron,Zamora,56,M,76,121
100001376,Micheal,Yoder,68,F,264,229
100001377,Robert,Adams,51,F,80,60
100001378,Carol,Monroe,55,M,127,248
100001379,Michelle,Ortiz,18,M,90,63
100001380,James,Mendoza,12,F,250,132
100001381,Kimberly,Mann,23,M,173,125
100001382,Ashley,Lynch,33,F,21,211
100001383,Brett,Freeman,14,M,232,80
100001384,Timothy,Miller,45,F,69,199
100001385,Anita,Martin,40,M,91,252
100001386,Adam,Nelson,23,M,259,85
100001387,Beth,Willis,38,F,115,178
100001388,Justin,Henry,50,M,252,83
100001389,Calvin,Peterson,80,F,296,122
100001390,Benjamin,Hobbs,58,F,226,290
100001391,Stephanie,Figueroa,71,M,157,251
100001392,Katie,Shaffer,64,F,218,134
100001393,William,Le,70,M,106,57
100001394,Mary,Taylor,60,F,116,96
100001395,Dawn,Smith,32,F,125,250
100001396,Alexandra,Campbell,34,F,189,210
100001397,Anna,Green,44,F,248,297
100001398,Dillon,Johnson,65,M,255,285
100001399,Brandon,Luna,30,F,226,290
100001400,Tina,Griffin,64,F,71,84
100001401,Michael,Romero,42,F,251,133
100001402,Michelle,Perez,80,F,97,194
100001403,Nancy,Lewis,29,M,157,251
100001404,Catherine,Peck,55,M,173,125
100001405,Jackie,Hill,13,F,212,138
100001406,Kristen,Miles,61,F,98,280
100001407,Kyle,Hawkins,22,F,32,130
100001408,Chase,Richardson,44,M,225,117
100001409,Jonathan,Carter,52,M,34,59
100001410,Dana,Simpson,72,M,141,207
100001411,Pamela,Patel,37,F,93,253
100001412,Matthew,Ali,78,F,92,180
100001413,Phillip,Mullen,71,M,164,259
100001414,Elizabeth,Daugherty,15,F,256,157
100001415,John,Hahn,44,F,103,148
100001416,Heather,Smith,73,M,131,267
100001417,John,Moore,69,F,235,168
100001418,Samuel,Beck,53,M,256,157
100001419,Caleb,Evans,77,F,217,187
100001420,Jessica,Lee,76,F,17,203
100001421,James,Chan,33,F,78,175
100001422,Joshua,Washington,38,F,12,71
100001423,Timothy,Hernandez,32,F,135,86
100001424,Sarah,Aguilar,44,M,171,298
100001425,Jonathan,Anderson,37,F,160,53
100001426,Bailey,Phillips,13,F,38,171
100001427,Bethany,Sosa,28,F,267,135
100001428,Cody,Murray,45,F,236,236
100001429,Scott,Gonzalez,71,F,56,219
100001430,Tiffany,Brady,46,M,73,143
100001431,Annette,Baker,56,M,215,231
100001432,Harold,Alexander,36,M,95,128
100001433,Mason,Payne,42,M,280,101
100001434,Tyrone,Shaffer,34,M,32,130
100001435,Megan,Crane,34,M,214,134
100001436,David,Stevens,13,M,163,299
100001437,Michelle,Norman,73,F,40,165
100001438,Dustin,Warner,58,F,141,207
100001439,Jack,Wright,67,M,192,258
100001440,Michael,Ford,21,M,133,281
100001441,Bethany,Smith,45,M,228,90
100001442,Nicole,Castro,71,M,149,184
100001443,Audrey,Durham,36,M,232,80
100001444,Colleen,Adkins,40,M,138,241
100001445,Nicole,Carson,67,F,17,203
100001446,Stuart,Salazar,54,F,63,226
100001447,Bethany,Webb,43,M,223,131
100001448,Scott,Johnson,17,M,221,144
100001449,Juan,Hernandez,49,F,186,63
100001450,Kenneth,Smith,74,M,192,258
100001451,Rachel,Morris,78,M,178,47
100001452,Jennifer,Winters,65,M,279,156
100001453,Bradley,Gomez,47,M,289,264
100001454,Alexander,Rodgers,54,F,147,104
100001455,Heather,Holmes,56,F,13,260
100001456,Ruth,Padilla,12,M,200,201
100001457,Brian,Keith,71,F,26,228
100001458,Logan,Clark,43,M,28,195
100001459,Tony,Carroll,51,M,189,210
100001460,Jessica,Shaw,22,F,257,160
100001461,Eileen,Sharp,47,M,199,172
100001462,Amanda,Green,29,M,197,167
100001463,Michael,Morgan,48,F,266,73
100001464,Angela,Fritz,26,M,163,299
100001465,Andrew,Cantrell,25,M,235,195
100001466,Tanya,Villegas,46,F,296,122
100001467,Elizabeth,Reyes,78,F,248,297
100001468,Brian,Wise,19,F,72,110
100001469,Kathy,Rodriguez,72,F,240,69
100001470,Rachel,Rogers,27,M,98,280
100001471,David,Delgado,38,F,152,189
100001472,Christine,Garner,16,F,287,103
100001473,Danielle,Harper,77,F,54,284
100001474,John,Berger,20,M,282,95
100001475,Francisco,Ware,70,F,297,109
100001476,Tammy,Phillips,19,F,208,174
100001477,Jose,Allen,67,F,150,98
100001478,Matthew,Whitaker,52,F,214,159
100001479,Melody,Hill,49,F,72,237
100001480,Joseph,Evans,31,F,226,290
100001481,Jennifer,Vaughan,17,M,274,262
100001482,Christine,Jones,18,F,31,75
100001483,Mackenzie,Roman,75,M,63,226
100001484,Jack,Douglas,21,F,16,67
100001485,Charles,Rice,22,M,50,257
100001486,Todd,Rodriguez,35,F,82,293
100001487,Christopher,Edwards,47,F,188,101
100001488,Caleb,Carson,36,M,240,69
100001489,Lauren,Martinez,47,M,26,228
100001490,Brian,Stewart,58,M,151,72
100001491,Andrea,Hernandez,57,M,280,193
100001492,Matthew,Phillips,40,M,172,208
100001493,Catherine,Navarro,72,F,44,143
100001494,Tammie,Woodard,77,M,167,64
100001495,Kathleen,Porter,78,F,221,144
100001496,Jeffrey,Gray,29,F,14,58
100001497,Jessica,Goodwin,74,F,195,102
100001498,Misty,Ward,67,F,286,158
100001499,Philip,Bonilla,70,M,95,128
100001500,Patrick,Marshall,27,F,145,276
100001501,James,Robinson,34,M,45,294
100001502,Kelli,Walker,32,F,214,55
100001503,Ruben,Hill,36,F,272,275
100001504,Michele,Powell,61,F,173,125
100001505,John,Roman,46,F,217,187
100001506,Jonathan,Ponce,49,F,203,266
100001507,Kenneth,Coleman,36,F,26,228
100001508,Kyle,Mitchell,74,M,38,171
100001509,Cindy,Mcgrath,51,F,33,79
100001510,Joseph,Myers,80,M,47,112
100001511,Rachel,Mcpherson,12,F,223,131
100001512,Charles,Soto,51,M,282,162
100001513,Anthony,Powell,60,F,72,231
100001514,Robyn,Nichols,62,F,197,167
100001515,Christina,Adams,51,F,77,176
100001516,Joanne,Mosley,37,F,98,280
100001517,Matthew,Strickland,17,F,78,175
100001518,James,Alvarez,71,F,237,283
100001519,Jennifer,Cruz,72,M,200,201
100001520,Steven,Manning,65,F,88,183
100001521,Sandra,Reynolds,62,F,100,223
100001522,Gerald,Ayala,61,M,50,257
100001523,Debra,Moyer,26,F,19,181
100001524,Martin,Shannon,71,F,271,168
100001525,Steven,Armstrong,79,M,200,201
100001526,Jenna,Scott,65,M,166,111
100001527,Lisa,Thompson,60,M,137,243
100001528,Jason,Gonzalez,78,F,113,265
100001529,Michael,Lopez,32,F,264,229
100001530,Linda,Powell,53,M,214,191
100001531,Wendy,Martin,74,F,287,103
100001532,Sylvia,Campbell,40,F,48,200
100001533,Judy,Kramer,51,F,49,110
100001534,Roberto,Brandt,40,F,140,74
100001535,Rhonda,Conrad,37,F,182,256
100001536,Kristin,Weaver,39,F,184,222
100001537,Allison,Lewis,79,F,122,107
100001538,Leslie,Williams,68,F,205,237
100001539,Robert,Whitney,73,F,32,130
100001540,Anna,Thomas,40,M,207,193
100001541,Daisy,Franklin,32,M,268,182
100001542,Kelsey,Anderson,69,F,123,49
100001543,Destiny,Smith,35,F,298,190
100001544,Janet,Cruz,48,F,47,112
100001545,Jessica,Brown,22,F,77,176
100001546,Donna,Wilson,77,M,65,82
100001547,Frank,Martin,54,M,70,152
100001548,Cassandra,Washington,14,M,207,193
100001549,Emily,Thomas,34,F,67,238
100001550,Elizabeth,Chandler,37,F,65,82
100001551,Sean,Love,33,F,161,188
100001552,Laura,Pham,67,F,203,266
100001553,Clifford,Anderson,28,M,205,237
100001554,Karen,Fuller,55,M,49,110
100001555,Heather,Cochran,73,F,188,101
100001556,Victor,Long,66,F,11,42
100001557,Mary,Holland,29,F,53,224
100001558,Glenn,Murphy,32,M,141,207
100001559,Darrell,Sullivan,58,F,264,229
100001560,Michael,Duncan,12,M,77,176
100001561,Chase,Meyer,67,M,295,218
100001562,Kelly,Harris,38,M,162,84
100001563,Matthew,Hansen,33,F,158,81
100001564,Allen,Smith,15,M,129,88
100001565,Zachary,Abbott,59,F,96,246
100001566,Daniel,Bridges,13,F,146,46
100001567,Regina,Smith,35,M,112,289
100001568,Christopher,Phillips,49,M,268,182
100001569,Curtis,Gomez,74,M,104,87
100001570,Jamie,Jackson,72,F,294,217
100001571,Miguel,Wilson,62,M,272,275
100001572,Nicole,Barrett,66,F,268,182
100001573,Ruth,Hernandez,42,F,243,146
100001574,Jimmy,Rodgers,21,M,166,45
100001575,Mercedes,Jackson,21,M,256,157
100001576,Caleb,Smith,22,M,195,102
100001577,Sandra,Hernandez,38,F,295,218
100001578,Renee,Holt,46,F,150,232
100001579,Darren,Johnson,20,M,25,157
100001580,John,Kelley,62,M,295,218
100001581,Ronnie,Bailey,28,M,83,43
100001582,Eddie,Day,57,M,103,148
100001583,Anita,Bailey,48,F,162,84
100001584,Jennifer,Oliver,51,F,297,109
100001585,Christopher,Fleming,29,M,24,286
100001586,John,Baird,43,F,31,75
100001587,Michael,Evans,74,F,152,189
100001588,Scott,Buckley,52,M,156,41
100001589,Rachel,Yang,76,F,17,203
100001590,Billy,Brown,43,F,22,110
100001591,Tony,Mejia,79,M,42,287
100001592,Jared,Randall,32,F,124,295
100001593,Melissa,Dean,74,F,115,178
100001594,Kimberly,Miller,20,M,150,235
100001595,Ryan,Taylor,60,F,48,200
100001596,Lauren,Kent,24,F,107,271
100001597,James,Garner,57,F,32,130
100001598,Matthew,Mcdonald,80,F,87,249
100001599,Sabrina,Long,79,M,194,292
100001600,Troy,Wilson,77,F,170,117
100001601,Monica,Ferguson,45,M,204,141
100001602,Charles,Turner,80,F,223,131
100001603,Debra,Sherman,63,M,46,204
100001604,Anna,Johnson,29,F,102,213
100001605,Patrick,Choi,76,F,136,104
100001606,Sierra,Brooks,74,M,47,112
100001607,Ryan,Gentry,28,F,115,178
100001608,Justin,Ellis,18,F,223,131
100001609,Brian,Jones,46,F,25,91
100001610,Terri,Hamilton,13,F,120,137
100001611,David,Murphy,50,F,238,118
100001612,David,Peters,65,M,16,47
100001613,Amy,Pierce,56,F,290,85
100001614,Wayne,Mccarty,42,F,158,81
100001615,Lisa,Good,45,F,151,72
100001616,Kenneth,Harding,18,F,20,91
100001617,Patricia,Russell,39,M,262,170
100001618,Ashley,Dougherty,20,M,186,97
100001619,Pamela,Dougherty,17,F,182,256
100001620,Brittany,Wood,18,F,123,248
100001621,Diane,Blair,48,F,286,158
100001622,Heather,Santos,13,M,98,280
100001623,Mark,Stewart,24,F,81,212
100001624,Michelle,Tran,33,F,282,93
100001625,Timothy,Carrillo,73,F,191,67
100001626,Jennifer,Jackson,53,F,189,210
100001627,Billy,Byrd,74,F,73,90
100001628,Brooke,Donovan,18,F,113,265
100001629,Paul,Burns,76,F,297,109
100001630,James,Foster,73,F,18,70
100001631,Phillip,Patel,79,M,229,291
100001632,Jessica,Rocha,70,M,112,289
100001633,Jessica,Hammond,14,F,46,204
100001634,Jorge,Small,77,M,130,197
100001635,Alicia,Cohen,21,F,74,184
100001636,Brian,Davis,43,M,118,153
100001637,Tina,Wilson,28,F,235,172
100001638,Phillip,Harrison,24,F,172,208
100001639,Alicia,Nelson,45,F,60,48
100001640,Joseph,Jones,60,F,240,69
100001641,Jessica,West,18,M,20,91
100001642,Meagan,Nelson,39,F,100,223
100001643,John,Garner,71,M,188,101
100001644,Pamela,Yates,58,F,230,234
100001645,James,Jones,51,F,255,285
100001646,William,Reynolds,66,F,269,68
100001647,Christopher,Pollard,48,F,121,215
100001648,Sarah,Bautista,32,F,27,270
100001649,Jacob,Campbell,35,M,255,285
100001650,Grant,Thompson,25,M,130,197
100001651,Jessica,Vasquez,73,M,292,273
100001652,Ryan,Clark,23,M,255,285
100001653,Mia,Armstrong,54,F,168,111
100001654,Jessica,Gillespie,44,M,220,142
100001655,James,Parker,46,F,92,180
100001656,Jennifer,Martinez,64,F,12,71
100001657,Shawn,Williams,67,F,136,81
100001658,Megan,Burke,72,F,68,89
100001659,Vincent,Long,58,M,282,178
100001660,Eric,Shelton,44,F,51,163
100001661,Jessica,Rodriguez,60,F,275,159
100001662,Lauren,Anthony,75,F,44,143
100001663,Jose,Murray,60,F,90,63
100001664,Bryan,Bennett,32,M,278,164
100001665,Edward,Nelson,76,F,246,95
100001666,Erika,Gordon,19,F,104,87
100001667,Kelly,Conner,57,M,216,138
100001668,Sonia,Flowers,19,F,284,98
100001669,Jamie,Wilson,12,F,109,145
100001670,Mary,Burton,37,M,59,120
100001671,Ross,Moody,37,F,251,133
100001672,Cory,Leblanc,15,F,144,177
100001673,Erica,Wiggins,23,F,245,62
100001674,Michael,Webb,25,M,32,130
100001675,Dawn,Jones,20,F,75,169
100001676,David,Sanders,16,M,27,270
100001677,Kathryn,Brown,30,M,61,173
100001678,Steven,Hardin,36,F,164,259
100001679,Matthew,Leonard,73,F,55,106
100001680,Kenneth,Carter,21,M,39,230
100001681,Christopher,Johnson,73,F,235,178
100001682,Barbara,Zimmerman,66,M,53,224
100001683,Jennifer,Archer,37,F,151,72
100001684,Amanda,Patterson,79,M,14,58
100001685,John,Thomas,35,F,188,101
100001686,Matthew,Holmes,34,F,242,97
100001687,Kelly,Cooper,30,F,252,83
100001688,Caroline,Wood,41,F,240,69
100001689,Randy,House,21,F,266,73
100001690,Stacey,Mendez,71,M,149,123
100001691,John,Mitchell,72,M,174,78
100001692,Elizabeth,Flores,22,M,167,64
100001693,James,Thompson,34,F,281,192
100001694,Robin,Howard,27,F,255,285
100001695,Cindy,Stewart,56,F,293,234
100001696,Michael,Shah,79,F,241,209
100001697,Mary,Richard,68,F,207,193
100001698,Courtney,Johnson,68,M,259,85
100001699,David,Lang,53,F,109,145
100001700,Zachary,Massey,58,M,116,96
100001701,Laura,Brown,29,F,180,105
100001702,Matthew,Lloyd,76,F,13,260
100001703,Stephen,Thornton,66,F,103,148
100001704,Mary,Goodman,44,F,202,52
100001705,Felicia,Vega,60,F,170,124
100001706,Carol,Burnett,24,F,272,275
100001707,James,Hopkins,58,F,122,107
100001708,Christy,Wyatt,18,F,299,77
100001709,Joseph,Duncan,18,M,101,205
100001710,Derek,James,37,F,150,100
100001711,Anna,Park,62,M,92,180
100001712,Angela,Salinas,55,M,127,248
100001713,William,Campbell,34,M,165,119
100001714,Nancy,Malone,56,F,83,43
100001715,William,Rodriguez,63,F,211,254
100001716,Wesley,Kline,52,F,201,166
100001717,David,Mckee,20,M,286,158
100001718,Sarah,Lynch,32,F,215,231
100001719,Jamie,Garcia,54,F,264,229
100001720,Eric,Young,69,F,206,44
100001721,Wanda,Brooks,77,M,248,297
100001722,Sherry,Campos,36,M,61,173
100001723,Brenda,Thompson,27,F,134,244
100001724,Kenneth,Roberts,72,F,165,119
100001725,Kevin,Kaufman,15,M,108,126
100001726,Donald,Hill,69,M,293,234
100001727,Brenda,Gonzalez,23,F,289,264
100001728,Cory,Lewis,14,M,204,141
100001729,Randy,Smith,19,F,65,82
100001730,Mark,Lawson,52,M,284,98
100001731,Ann,Oliver,54,F,255,285
100001732,John,Smith,35,M,84,114
100001733,Donald,Valenzuela,50,F,82,293
100001734,Bonnie,Moore,41,F,299,77
100001735,Christina,Armstrong,80,F,212,94
100001736,Ashley,Scott,21,F,272,275
100001737,Nancy,Moore,58,F,137,243
100001738,Patricia,Stuart,54,M,33,79
100001739,Kayla,Johnson,31,M,92,180
100001740,Shannon,Adams,48,F,230,142
100001741,Adam,Harrison,36,F,52,255
100001742,Robert,Warren,31,M,239,225
100001743,Leah,Bell,60,F,143,154
100001744,Samantha,Stanley,17,F,205,237
100001745,Sue,Hernandez,69,F,115,178
100001746,Brandi,Smith,42,M,245,62
100001747,Robert,Weaver,30,F,64,216
100001748,Craig,Thomas,48,F,79,263
100001749,Denise,Mathews,19,M,269,68
100001750,Gregory,Adkins,26,F,132,240
100001751,Jill,Williams,22,M,145,276
100001752,Dylan,Marks,34,F,98,280
100001753,George,Nixon,68,F,193,174
100001754,Justin,Calhoun,15,F,191,67
100001755,Lisa,Smith,47,F,217,187
100001756,Ashley,Rosales,36,F,161,188
100001757,Laurie,Bennett,24,M,81,212
100001758,Heidi,Wilson,78,F,157,251
100001759,Peter,Juarez,61,F,55,226
100001760,Felicia,Christian,68,F,54,284
100001761,Kevin,Wu,79,F,192,258
100001762,Brian,Brown,75,M,145,276
100001763,Margaret,Wilkins,25,M,228,90
100001764,Mary,Woodard,51,F,216,115
100001765,Sarah,Bates,52,M,35,198
100001766,William,Luna,56,F,12,71
100001767,Joan,Velez,16,M,167,64
100001768,Phillip,Miller,35,M,19,181
100001769,Karen,Lowe,66,F,288,99
100001770,Nicole,Frost,24,M,54,284
100001771,Vickie,Simpson,20,F,255,285
100001772,Rhonda,Simon,12,F,246,95
100001773,Heather,Smith,12,F,255,285
100001774,Deanna,Spence,80,F,156,41
100001775,David,Burns,65,M,138,241
100001776,Jasmine,Hanson,71,M,293,234
100001777,April,Dennis,35,F,295,218
100001778,Brian,Rivera,54,F,85,235
100001779,Sara,Lewis,40,M,180,105
100001780,Michael,Martin,79,F,209,108
100001781,William,Sanchez,78,F,171,298
100001782,Tommy,Long,18,F,250,132
100001783,Ryan,Mccall,37,F,145,276
100001784,Kevin,Morton,43,F,119,272
100001785,Brenda,Castro,56,F,195,102
100001786,Brian,Wiley,13,M,122,107
100001787,Dana,George,16,F,12,71
100001788,Misty,Cabrera,80,F,82,293
100001789,Paul,Mcdonald,59,M,16,58
100001790,Brenda,Allen,48,M,261,274
100001791,Rachel,West,53,F,148,242
100001792,Rick,Fleming,59,M,134,244
100001793,Kim,Jones,22,M,207,193
100001794,Diane,Garrett,76,M,30,76
100001795,Sarah,Palmer,66,M,192,258
100001796,Austin,Moore,24,F,217,187
100001797,Katelyn,Cummings,56,M,145,276
100001798,Wanda,Smith,59,M,235,106
100001799,Hayley,Smith,62,M,108,126
100001800,Ruben,Williams,22,M,195,102
100001801,Sean,Johnson,57,F,166,187
100001802,Amy,Ruiz,51,M,188,101
100001803,Patricia,Martin,21,M,220,142
100001804,Robert,Thomas,48,M,75,169
100001805,Brian,Vazquez,71,F,213,206
100001806,Olivia,Coffey,47,F,234,140
100001807,Aaron,Bailey,18,F,299,77
100001808,Todd,Thompson,41,F,78,175
100001809,Marcus,Manning,53,F,214,227
100001810,James,Hawkins,43,M,153,215
100001811,Philip,Jones,20,F,65,82
100001812,Timothy,Ortega,19,M,253,278
100001813,Dawn,Lewis,33,F,295,218
100001814,Spencer,Simmons,65,F,16,92
100001815,Wayne,Ellis,66,F,155,239
100001816,Sarah,Johnson,44,F,49,110
100001817,Edward,Walker,59,F,162,84
100001818,Samantha,Phillips,48,F,68,89
100001819,Angela,Harris,58,M,214,45
100001820,Stephanie,Hubbard,66,M,42,287
100001821,Marie,Alexander,16,F,125,250
100001822,Jaime,Williams,29,F,267,135
100001823,Jason,Patterson,31,F,64,216
100001824,Lydia,Hardin,36,F,130,197
100001825,Jeffrey,Gregory,36,M,136,80
100001826,Eric,Melendez,41,F,113,265
100001827,Jonathan,Hardin,60,F,127,248
100001828,Brianna,Mendoza,77,F,165,119
100001829,Lisa,Cruz,69,F,268,182
100001830,Daniel,Howe,48,M,273,288
100001831,Susan,Chang,25,M,203,266
100001832,Martha,Mitchell,72,F,123,123
100001833,Christine,Smith,24,F,144,177
100001834,Matthew,Ramirez,62,M,14,58
100001835,Valerie,Lawrence,68,M,72,111
100001836,Jennifer,Cook,14,F,223,131
100001837,Cynthia,Garrett,62,F,278,164
100001838,Jamie,Mitchell,66,F,233,279
100001839,Travis,Williams,14,F,53,224
100001840,Thomas,Hutchinson,35,M,110,100
100001841,Larry,Carroll,20,M,246,95
100001842,Wanda,Welch,77,M,237,283
100001843,Jeremy,Guerra,64,M,181,221
100001844,Michael,Campbell,25,F,151,72
100001845,Alex,Hall,70,F,137,243
100001846,Joseph,Deleon,78,F,246,95
100001847,Lawrence,Lewis,73,M,121,215
100001848,Robert,Barnes,73,F,35,198
100001849,Stephanie,Bartlett,34,F,138,241
100001850,Brent,Walker,76,F,223,131
100001851,Erica,Melton,47,M,166,220
100001852,Gina,Lowe,55,M,74,184
100001853,Rebecca,Shields,77,F,157,251
100001854,Jennifer,Martinez,53,M,52,255
100001855,Nancy,Wiggins,41,F,151,72
100001856,Malik,Gonzalez,68,F,204,141
100001857,Jennifer,Macdonald,76,F,270,55
100001858,Melissa,Brandt,12,F,57,127
100001859,James,Diaz,27,M,281,192
100001860,Brandon,Davis,18,M,119,272
100001861,Kelly,Mejia,51,F,229,291
100001862,Gabriela,Rowe,42,F,282,195
100001863,Douglas,Alvarez,29,F,220,142
100001864,Amber,Lawrence,67,M,63,226
100001865,Deborah,Parker,73,M,98,280
100001866,Robert,Hood,68,F,228,90
100001867,Edward,Taylor,59,M,64,216
100001868,Jared,Hudson,70,F,173,125
100001869,Matthew,Bates,76,F,18,70
100001870,Katie,Myers,24,F,35,198
100001871,Katrina,Sharp,59,F,243,146
100001872,Jason,Bennett,33,F,224,282
100001873,Jesus,Pena,69,M,152,189
100001874,Michael,Williams,39,M,137,243
100001875,Richard,Hamilton,42,M,212,208
100001876,Brian,Guerra,75,M,108,126
100001877,Brandon,Davenport,33,F,279,156
100001878,Robert,Adams,19,M,279,156
100001879,Lauren,Robinson,60,F,278,164
100001880,Peter,White,63,F,285,50
100001881,Mark,Jordan,16,F,134,244
100001882,Victor,Villegas,67,M,196,155
100001883,Carol,Gallegos,40,F,213,206
100001884,Bobby,Knight,15,F,286,158
100001885,Hailey,Stanton,28,M,175,115
100001886,David,Bolton,65,F,141,207
100001887,Lindsay,Wheeler,61,M,183,245
100001888,Victor,Williams,50,F,210,54
100001889,Leah,Chase,55,F,114,138
100001890,Allison,Wright,75,M,211,254
100001891,Tricia,Schmidt,54,F,290,137
100001892,Zachary,Hall,78,M,88,183
100001893,Allison,Franklin,23,F,194,292
100001894,Andrea,Hart,38,F,153,209
100001895,Robyn,Porter,30,F,214,83
100001896,Joshua,Hensley,47,M,167,64
100001897,Timothy,Perez,76,M,281,192
100001898,Shelley,Espinoza,37,M,194,292
100001899,Melinda,Green,48,M,247,151
100001900,Katherine,Rivas,62,F,123,132
100001901,Daniel,Cook,60,F,114,138
100001902,Sean,Turner,63,F,277,232
100001903,Sean,Cox,58,F,103,148
100001904,Carol,Gamble,64,F,191,67
100001905,Victoria,Kelly,65,M,297,109
100001906,Henry,Ho,54,M,118,153
100001907,Charles,Ramos,34,M,53,224
100001908,Mary,Davis,73,M,255,285
100001909,Maxwell,Hamilton,50,F,25,63
100001910,Casey,Phillips,76,F,104,87
100001911,Karen,Velez,34,M,169,186
100001912,Jacqueline,Mack,16,F,65,82
100001913,Mark,Patel,29,F,122,107
100001914,Christopher,Hicks,40,F,210,54
100001915,Brian,Williams,44,M,177,220
100001916,Ryan,Brennan,56,M,18,70
100001917,Richard,Payne,76,F,74,184
100001918,Andrew,Baker,74,M,32,130
100001919,Andrew,Sanders,65,F,71,119
100001920,Adam,Marshall,61,F,198,116
100001921,Antonio,Briggs,34,M,285,50
100001922,Adam,Rodriguez,14,M,24,286
100001923,Joseph,Daniels,66,F,210,54
100001924,Victor,Aguilar,35,F,208,208
100001925,Shari,Diaz,18,F,75,169
100001926,Miguel,Diaz,14,M,187,277
100001927,Crystal,Beck,55,F,109,145
100001928,Kyle,Miles,14,F,239,225
100001929,William,Duncan,47,M,13,260
100001930,Mariah,Brown,72,M,163,299
100001931,Gregory,Moore,64,F,254,56
100001932,Denise,Thompson,61,F,169,186
100001933,Bryan,Jackson,65,F,282,211
100001934,Heather,Hill,16,M,32,130
100001935,Kenneth,Garcia,69,M,35,198
100001936,Debra,Medina,64,F,172,208
100001937,Cristian,Stewart,38,M,98,280
100001938,Erin,Browning,54,M,28,195
100001939,Andrew,Oliver,44,F,193,174
100001940,Robin,Bailey,33,M,124,295
100001941,Anthony,Anderson,16,M,189,210
100001942,Alicia,Gardner,75,F,21,211
100001943,Cynthia,Palmer,42,F,204,141
100001944,Donald,Lucas,13,M,245,62
100001945,Sandra,Turner,21,F,189,210
100001946,Robert,Lewis,55,M,174,78
100001947,Jesse,Combs,46,F,64,216
100001948,Jenny,Morris,79,F,170,115
100001949,Melissa,Anthony,78,F,198,116
100001950,Karen,Campbell,37,M,223,131
100001951,Elizabeth,Johnson,77,F,237,283
100001952,James,Campbell,17,M,94,233
100001953,Kelly,Becker,78,F,298,190
100001954,Jeffrey,Bryant,26,M,163,299
100001955,Gail,Santiago,62,F,171,298
100001956,Sabrina,Martin,38,F,154,188
100001957,Kelly,Fletcher,73,F,158,81
100001958,Ashley,Hunt,24,F,255,285
100001959,Michael,Murphy,61,F,253,278
100001960,Tracy,Rivera,77,F,296,122
100001961,Edward,Martin,19,M,249,124
100001962,Joseph,Kelley,61,M,220,142
100001963,Megan,Baker,21,M,292,273
100001964,Joshua,Smith,24,M,266,73
100001965,Charlotte,Cook,48,M,92,180
100001966,William,Williams,51,F,265,45
100001967,Jennifer,Mann,76,F,264,229
100001968,Suzanne,Villarreal,60,F,228,90
100001969,Jason,Ayala,21,M,95,128
100001970,Kimberly,Brown,12,F,290,109
100001971,Jeffrey,Thomas,74,F,289,264
100001972,Theresa,Rodriguez,74,F,148,242
100001973,John,Lee,79,F,154,138
100001974,Megan,Craig,65,F,271,168
100001975,Annette,Lawson,24,F,210,54
100001976,Felicia,Jackson,45,F,167,64
100001977,Ashley,Wagner,44,F,136,78
100001978,Rebecca,Reynolds,40,M,179,191
100001979,Michele,Gonzalez,35,M,274,262
100001980,Kristen,Trevino,28,F,106,57
