ssn,reg_no
100001901,25
100001902,28
100001902,22
100001902,20
100001903,20
100001903,27
100001903,20
100001904,25
100001905,28
100001905,28
100001905,23
100001906,26
100001906,25
100001906,27
100001906,28
100001907,23
100001908,23
100001908,28
100001909,24
100001909,21
100001909,29
100001910,26
100001910,23
100001910,28
100001910,22
100001911,27
100001911,29
100001911,24
100001912,29
100001912,27
100001912,26
100001913,29
100001913,27
100001913,25
100001913,21
100001914,25
100001914,25
100001914,21
100001915,24
100001916,29
100001916,25
100001917,27
100001918,29
100001919,24
100001919,26
100001920,21
100001921,23
100001922,25
100001923,26
100001924,20
100001924,21
100001924,28
100001924,29
100001925,24
100001926,21
100001926,27
100001927,23
100001928,28
100001929,25
100001930,20
100001930,26
100001930,21
100001931,20
100001931,24
100001931,26
100001931,20
100001932,27
100001932,26
100001932,23
100001933,26
100001933,29
100001933,29
100001934,27
100001934,20
100001934,29
100001935,22
100001935,25
100001935,29
100001935,23
100001936,22
100001936,24
100001936,27
100001937,26
100001937,24
100001937,20
100001938,23
100001939,22
100001939,23
100001939,21
100001939,21
100001940,27
100001940,28
100001940,25
100001941,24
100001941,24
100001942,27
100001942,22
100001942,28
100001942,23
100001943,21
100001943,27
100001943,24
100001943,28
100001944,28
100001945,26
100001946,29
100001946,29
100001946,25
100001947,22
100001947,29
100001948,24
100001948,26
100001948,29
100001948,28
100001949,25
100001949,29
100001949,27
100001949,22
100001950,28
100001951,25
100001951,23
100001951,28
100001952,22
100001952,22
100001953,21
100001953,22
100001953,27
100001954,26
100001954,24
100001954,24
100001955,25
100001955,26
100001956,26
100001956,20
100001956,29
100001956,25
100001957,25
100001957,23
100001958,29
100001958,25
100001958,22
100001959,20
100001960,25
100001960,20
100001961,27
100001962,26
100001962,28
100001962,24
100001963,29
100001963,21
100001963,23
100001963,24
100001964,23
100001965,23
100001965,24
100001965,20
100001965,23
100001966,25
100001966,20
100001966,22
100001966,24
100001967,21
100001967,22
100001968,23
100001968,29
100001969,29
100001970,21
100001971,27
100001971,28
100001971,22
100001971,25
100001972,27
100001972,27
100001973,21
100001973,27
100001973,22
100001973,27
100001974,20
100001974,26
100001974,28
100001975,20
100001975,28
100001975,26
100001975,21
100001976,29
100001977,24
100001977,28
100001977,28
100001978,21
100001978,22
100001979,26
100001980,24
100001980,26
100001980,23
100001981,21
100001981,24
100001981,28
100001981,21
100001982,20
100001982,21
100001982,28
100001982,20
100001983,26
100001983,28
100001984,23
100001984,28
100001984,21
100001984,20
100001985,29
100001985,29
100001986,26
100001986,26
100001986,29
100001987,25
100001988,20
100001989,23
100001989,25
100001989,29
100001989,23
100001990,29
100001991,26
100001991,23
100001992,29
100001993,26
100001994,27
100001995,23
100001995,24
100001995,28
100001995,26
100001996,20
100001996,22
100001996,25
100001997,28
100001997,21
100001997,23
100001997,24
100001998,23
100001998,29
100001998,26
100001998,21
100001999,28
100001999,28
100001999,29
100001999,25
100002000,24
100002000,22
100002000,29
100002001,22
100002001,26
100002001,21
100002001,27
100002002,23
100002002,27
100002003,25
100002003,24
100002003,26
100002003,21
100002004,27
100002005,26
100002005,23
100002006,25
100002006,27
100002006,26
100002007,26
100002007,29
100002007,24
100002008,23
100002008,20
100002009,23
100002009,24
100002009,29
100002010,22
100002011,24
100002011,25
100002011,22
100002011,20
100002012,24
100002013,26
100002013,21
100002014,27
100002015,26
100002016,28
100002017,29
100002017,27
100002017,23
100002017,25
100002018,24
100002018,26
100002018,27
100002019,23
100002020,22
100002021,21
100002021,22
100002022,29
100002022,29
100002022,21
100002022,20
100002023,24
100002023,28
100002023,24
100002024,29
100002025,26
100002025,26
100002026,22
100002026,22
100002026,24
100002026,28
100002027,20
100002027,20
100002027,22
100002028,28
100002029,20
100002029,25
100002029,22
100002029,22
100002030,24
100002031,22
100002031,24
100002032,29
100002033,23
100002034,26
100002034,28
100002034,29
100002034,21
100002035,28
100002036,23
100002037,21
100002037,21
100002038,20
100002039,28
100002039,20
100002039,24
100002040,28
100002041,26
100002042,20
100002042,21
100002042,27
100002042,26
100002043,28
100002043,29
100002044,29
100002044,25
100002045,21
100002046,22
100002046,23
100002046,26
100002047,20
100002047,21
100002048,24
100002048,26
100002049,27
100002049,29
100002049,24
100002049,24
100002050,29
100002050,25
100002050,29
100002050,26
100002051,21
100002051,28
100002052,27
100002052,22
100002052,20
100002052,22
100002053,28
100002053,28
100002053,22
100002054,26
100002054,22
100002055,29
100002055,26
100002055,28
100002055,21
100002056,29
100002056,24
100002056,23
100002056,27
100002057,26
100002057,23
100002057,27
100002058,21
100002058,21
100002059,24
100002059,29
100002059,23
100002060,21
100002060,24
100002060,24
100002061,26
100002061,27
100002062,23
100002062,20
100002062,23
100002063,25
100002063,21
100002064,23
100002064,25
100002064,22
100002064,23
100002065,23
100002066,26
100002066,29
100002066,22
100002066,28
100002067,20
100002067,20
100002067,29
100002067,29
100002068,26
100002068,24
100002068,21
100002068,27
100002069,26
100002069,21
100002069,25
100002069,29
100002070,26
100002070,27
100002071,29
100002071,24
100002071,20
100002071,24
100002072,22
100002072,27
100002072,21
100002072,22
100002073,28
100002073,21
100002073,21
100002074,21
100002074,22
100002074,29
100002074,26
100002075,20
100002075,22
100002075,24
100002076,25
100002076,24
100002076,29
100002076,25
100002077,28
100002078,29
100002078,27
100002078,25
100002078,22
100002079,21
100002080,21
100002080,26
100002080,23
100002080,23
100002081,20
100002082,26
100002082,25
100002083,25
100002084,22
100002084,23
100002084,26
100002085,24
100002085,20
100002085,26
100002085,24
100002086,28
100002086,23
100002086,20
100002087,22
100002088,26
100002089,29
100002089,22
100002090,21
100002091,25
100002091,27
100002092,20
100002093,28
100002093,22
100002093,26
100002093,23
100002094,20
100002094,27
100002094,26
100002094,20
100002095,25
100002095,24
100002095,20
100002096,27
100002097,25
100002098,25
100002099,28
100002100,21
100002101,28
100002101,25
100002102,23
100002102,24
100002102,29
100002102,23
100002103,26
100002103,27
100002103,29
100002104,29
100002104,28
100002104,29
100002104,24
100002105,20
100002106,20
100002106,24
100002107,22
100002107,29
100002107,22
100002108,21
100002109,28
100002109,24
100002109,20
100002110,28
100002111,27
100002111,25
100002112,23
100002112,28
100002113,22
100002114,28
100002114,21
100002114,21
100002115,29
100002116,21
100002116,21
100002117,23
100002117,27
100002117,25
100002118,26
100002118,29
100002118,29
100002118,22
100002119,25
100002120,25
100002120,20
100002121,22
100002121,29
100002122,25
100002123,23
100002123,24
100002123,28
100002124,28
100002124,24
100002124,27
100002125,24
100002125,28
100002125,29
100002126,27
100002126,20
100002127,28
100002127,29
100002127,20
100002128,20
100002129,20
100002130,23
100002130,27
100002130,25
100002130,24
100002131,21
100002131,27
100002131,27
100002131,29
100002132,26
100002133,24
100002134,27
100002134,24
100002135,29
100002135,27
100002135,26
100002135,29
100002136,27
100002136,21
100002136,22
100002136,22
100002137,24
100002137,27
100002137,26
100002138,24
100002138,26
100002138,25
100002138,20
100002139,24
100002140,23
100002140,25
100002141,20
100002141,25
100002141,29
100002142,22
100002142,28
100002142,29
100002143,22
100002143,29
100002144,23
100002144,27
100002144,26
100002145,23
100002145,24
100002145,25
100002146,26
100002146,26
100002146,22
100002146,23
100002147,20
100002148,25
100002148,29
100002148,20
100002148,25
100002149,24
100002149,25
100002150,27
100002150,28
100002150,25
100002150,22
100002151,25
100002152,25
100002152,24
100002153,27
100002154,24
100002154,27
100002155,28
100002155,27
100002155,23
100002156,27
100002156,24
100002157,25
100002157,26
100002157,22
100002158,29
100002158,23
100002158,29
100002158,24
100002159,21
100002160,22
100002160,28
100002160,23
100002161,25
100002161,28
100002161,25
100002161,22
100002162,20
100002162,23
100002162,22
100002163,24
100002163,20
100002164,23
100002164,26
100002165,22
100002166,26
100002166,24
100002167,27
100002168,20
100002168,27
100002169,24
100002169,26
100002169,20
100002170,20
100002170,25
100002170,29
100002171,22
100002171,27
100002171,27
100002171,27
100002172,29
100002173,27
100002174,21
100002174,20
100002174,22
100002175,23
100002176,20
100002176,20
100002176,21
100002176,25
100002177,22
100002177,27
100002178,28
100002178,26
100002179,26
100002180,28
100002180,20
100002180,21
100002180,27
100002181,24
100002181,27
100002182,23
100002183,25
100002183,25
100002183,26
100002183,29
100002184,22
100002184,25
100002185,23
100002186,27
100002186,29
100002187,20
100002188,24
100002188,23
100002188,29
100002188,20
100002189,22
100002189,21
100002189,28
100002190,23
100002190,29
100002190,23
100002190,22
100002191,26
100002191,28
100002191,21
100002192,29
100002192,23
100002193,23
100002193,28
100002194,21
100002194,23
100002194,22
100002195,28
100002195,26
100002195,28
100002196,27
100002196,23
100002196,25
100002197,26
100002197,27
100002197,26
100002197,22
100002198,29
100002198,28
100002199,24
100002199,22
100002199,29
100002199,20
100002200,21
100002200,23
100002200,26
100002200,22
100002201,23
100002201,24
100002202,20
100002202,23
100002202,24
100002202,28
100002203,28
100002203,29
100002203,21
100002204,26
100002204,29
100002205,23
100002205,27
100002205,27
100002206,25
100002206,29
100002207,21
100002207,28
100002208,21
100002208,23
100002209,24
100002209,22
100002210,28
100002210,25
100002211,28
100002211,21
100002212,23
100002212,26
100002212,27
100002212,24
100002213,28
100002214,23
100002215,24
100002215,28
100002215,20
100002215,25
100002216,21
100002216,28
100002217,24
100002217,24
100002218,24
100002218,27
100002219,22
100002220,29
100002220,28
100002221,27
100002222,21
100002223,23
100002223,27
100002223,28
100002223,23
100002224,22
100002224,21
100002225,26
100002225,29
100002225,23
100002225,25
100002226,22
100002227,24
100002227,25
100002227,25
100002228,23
100002228,28
100002228,23
100002228,24
100002229,23
100002229,26
100002229,26
100002229,24
100002230,28
100002231,24
100002232,25
100002232,28
100002232,28
100002233,22
100002234,27
100002234,22
100002234,20
100002234,26
100002235,27
100002235,24
100002236,22
100002236,22
100002237,28
100002237,20
100002237,28
100002238,28
100002238,22
100002238,27
100002239,28
100002239,20
100002239,25
100002239,26
100002240,21
100002240,24
100002241,23
100002241,26
100002241,20
100002241,26
100002242,20
100002243,24
100002244,21
100002244,26
100002244,25
100002244,21
100002245,20
100002245,23
100002245,28
100002245,27
100002246,23
100002246,25
100002246,27
100002247,21
100002247,29
100002248,24
100002248,25
100002248,20
100002248,20
100002249,20
100002250,26
100002250,23
100002250,22
100002251,28
100002251,27
100002251,26
100002251,29
100002252,25
100002252,27
100002253,25
100002253,20
100002254,20
100002255,26
100002255,23
100002255,24
100002256,29
100002257,28
100002257,20
100002257,25
100002258,28
100002258,27
100002259,26
100002259,21
100002259,29
100002259,21
100002260,23
100002260,25
100002260,25
100002260,25
100002261,25
100002262,26
100002262,20
100002262,20
100002263,20
100002264,21
100002264,26
100002265,28
100002266,26
100002266,21
100002266,27
100002266,20
100002267,27
100002268,24
100002268,27
100002269,28
100002269,29
100002270,29
100002270,25
100002270,20
100002270,24
100002271,26
100002272,20
100002272,22
100002272,28
100002272,20
100002273,21
100002273,20
100002273,20
100002274,20
100002275,28
100002275,24
100002275,25
100002276,28
100002276,20
100002276,29
100002276,29
100002277,25
100002277,21
100002277,26
100002278,22
100002278,29
100002279,25
100002279,24
100002280,21
100002280,21
100002280,28
100002280,28
100002281,22
100002282,25
100002283,20
100002283,24
100002283,29
100002284,21
100002284,23
100002284,21
100002285,22
100002285,25
100002285,25
100002286,24
100002286,25
100002287,22
100002287,23
100002288,20
100002289,23
100002289,26
100002289,20
100002290,21
100002291,22
100002292,21
100002292,23
100002292,26
100002292,29
100002293,25
100002294,23
100002294,23
100002295,28
100002295,21
100002296,23
100002296,28
100002296,20
100002297,21
100002298,29
100002299,21
100002299,20
100002300,23
100002300,26
100002300,22
100002301,28
100002301,25
100002301,25
100002301,28
100002302,23
100002302,22
100002302,23
100002302,27
100002303,22
100002303,27
100002304,26
100002304,25
100002305,28
100002305,20
100002306,27
100002307,24
100002307,28
100002307,29
100002308,29
100002308,25
100002308,26
100002309,29
100002309,26
100002309,28
100002310,28
100002310,28
100002310,23
100002311,29
100002311,21
100002311,26
100002311,26
100002312,22
100002312,24
100002312,21
100002312,27
100002313,28
100002314,23
100002315,25
100002316,25
100002316,28
100002316,21
100002317,22
100002318,25
100002318,21
100002319,22
100002319,20
100002319,25
100002319,21
100002320,20
100002321,27
100002321,21
100002321,27
100002322,20
100002322,27
100002322,29
100002322,24
100002323,27
100002324,27
100002324,28
100002324,27
100002325,29
100002325,25
100002325,21
100002326,21
100002327,25
100002328,22
100002329,25
100002330,21
100002330,29
100002330,28
100002331,23
100002331,29
100002331,29
100002331,24
100002332,29
100002333,27
100002333,28
100002333,26
100002333,24
100002334,24
100002334,20
100002335,28
100002335,29
100002335,28
100002336,21
100002336,21
100002336,26
100002336,23
100002337,21
100002337,28
100002337,26
100002337,23
100002338,21
100002338,27
100002338,21
100002339,27
100002339,26
100002339,23
100002339,20
100002340,26
100002340,24
100002340,22
100002341,26
100002341,28
100002341,25
100002342,26
100002342,29
100002342,29
100002342,28
100002343,27
100002343,21
100002343,27
100002343,20
100002344,20
100002344,23
100002344,27
100002344,27
100002345,26
100002345,25
100002345,23
100002346,22
100002346,24
100002346,20
100002347,23
100002347,27
100002347,22
100002347,22
100002348,20
100002348,29
100002348,21
100002348,22
100002349,21
100002349,22
100002350,28
100002351,22
100002351,24
100002351,21
100002351,24
100002352,21
100002352,21
100002352,26
100002352,27
100002353,25
100002353,28
100002353,29
100002354,29
100002355,27
100002356,21
100002356,20
100002357,29
100002358,21
100002359,26
100002359,26
100002359,26
100002360,20
100002360,20
100002360,20
100002361,28
100002361,28
100002361,22
100002361,27
100002362,20
100002362,28
100002362,22
100002363,29
100002363,26
100002363,21
100002363,22
100002364,27
100002364,29
100002364,20
100002364,22
100002365,20
100002366,25
100002366,21
100002367,23
100002368,26
100002368,24
100002368,21
100002369,20
100002369,29
100002369,23
100002370,29
100002371,27
100002371,29
100002372,26
100002372,29
100002372,23
100002372,25
100002373,27
100002374,20
100002374,21
100002374,23
100002374,24
100002375,22
100002376,29
100002377,20
100002378,20
100002379,20
100002379,26
100002379,22
100002380,25
100002380,22
100002380,25
100002380,22
100002381,28
100002381,24
100002381,20
100002381,28
100002382,25
100002382,25
100002382,29
100002382,20
100002383,23
100002383,26
100002384,24
100002384,23
100002384,24
100002385,28
100002385,28
100002385,26
100002386,21
100002387,29
100002387,29
100002387,28
100002388,25
100002388,27
100002388,23
100002389,25
100002389,27
100002390,29
100002390,21
100002390,26
100002390,25
100002391,29
100002392,29
100002392,24
100002392,20
100002393,28
100002393,28
100002393,27
100002393,27
100002394,20
100002394,21
100002394,26
100002395,29
100002395,22
100002396,25
100002396,23
100002396,25
100002397,20
100002397,20
100002397,28
100002397,29
100002398,28
100002398,20
100002399,25
100002399,24
100002399,28
100002399,20
100002400,20
100002400,20
100002400,21
100002401,23
100002402,20
100002403,22
100002403,22
100002404,20
100002404,24
100002405,20
100002406,22
100002406,24
100002406,27
100002407,23
100002407,22
100002407,29
100002407,24
100002408,24
100002408,25
100002408,24
100002409,29
100002409,24
100002409,26
100002409,22
100002410,29
100002410,28
100002411,27
100002411,24
100002411,26
100002411,23
100002412,20
100002412,23
100002412,24
100002413,28
100002413,20
100002413,25
100002414,26
100002414,29
100002414,29
100002414,24
100002415,28
100002415,27
100002415,28
100002415,23
100002416,27
100002416,20
100002417,27
100002418,27
100002418,24
100002418,23
100002419,22
100002419,21
100002420,20
100002420,20
100002421,22
100002422,20
100002422,28
100002422,24
100002422,25
100002423,22
100002423,24
100002424,20
100002424,26
100002425,23
100002426,20
100002426,26
100002426,22
100002426,24
100002427,26
100002427,24
100002427,23
100002427,25
100002428,21
100002428,27
100002429,21
100002429,24
100002429,28
100002429,21
100002430,22
100002430,21
100002430,29
100002430,28
100002431,21
100002431,21
100002431,21
100002431,28
100002432,24
100002433,21
100002433,26
100002433,26
100002434,22
100002434,29
100002434,29
100002435,28
100002435,26
100002436,22
100002436,24
100002437,21
100002438,23
100002438,21
100002438,25
100002438,24
100002439,20
100002440,20
100002440,25
100002440,29
100002441,20
100002441,29
100002441,21
100002442,29
100002443,29
100002443,24
100002443,22
100002443,28
100002444,29
100002445,29
100002446,24
100002447,29
100002447,20
100002447,23
100002448,24
100002449,25
100002449,27
100002449,21
100002450,20
100002450,24
100002450,27
100002450,29
100002451,25
100002452,29
100002452,28
100002453,29
100002453,24
100002453,27
100002454,26
100002454,29
100002455,20
100002455,29
100002455,23
100002455,29
100002456,22
100002456,26
100002457,20
100002458,28
100002458,21
100002458,29
100002458,23
100002459,24
100002459,22
100002459,24
100002459,23
100002460,27
100002460,27
100002460,29
100002461,28
100002461,20
100002461,29
100002462,21
100002462,26
100002462,23
100002462,26
100002463,29
100002463,25
100002463,25
100002463,28
100002464,28
100002464,28
100002465,21
100002466,20
100002467,29
100002468,25
100002468,28
100002468,25
100002469,25
100002470,28
100002470,20
100002470,25
100002470,20
100002471,21
100002471,26
100002471,25
100002471,29
100002472,25
100002472,24
100002472,26
100002473,27
100002473,25
100002473,22
100002474,25
100002474,21
100002474,20
100002474,24
100002475,22
100002476,24
100002476,25
100002477,27
100002477,29
100002478,24
100002478,26
100002478,22
100002479,23
100002480,28
100002480,24
100002480,23
100002481,26
100002481,27
100002481,23
100002482,25
100002482,25
100002482,20
100002482,29
100002483,23
100002484,27
100002485,28
100002485,22
100002485,28
100002485,21
100002486,27
100002487,20
100002488,26
100002488,21
100002488,25
100002489,29
100002489,28
100002489,20
100002489,20
100002490,23
100002490,28
100002490,22
100002491,24
100002491,28
100002492,23
100002492,20
100002493,27
100002494,21
100002495,21
100002495,27
100002496,21
100002496,26
100002496,25
100002497,25
100002497,25
100002498,21
100002498,21
100002499,27
100002499,22
100002500,20
100002500,22
100002500,27
100002501,24
100002502,28
100002502,27
100002502,28
100002502,21
100002503,20
100002503,24
100002504,27
100002505,22
100002506,28
100002506,20
100002506,21
100002506,28
100002507,28
100002508,29
100002509,24
100002509,26
100002509,22
100002510,28
100002511,24
100002511,28
100002511,21
100002512,27
100002513,24
100002513,24
100002513,25
100002514,27
100002514,24
100002515,22
100002515,25
100002516,22
100002516,25
100002517,20
100002517,28
100002518,26
100002518,21
100002519,23
100002520,27
100002520,27
100002520,20
100002521,20
100002521,26
100002521,29
100002521,26
100002522,22
100002522,22
100002522,22
100002523,23
100002523,29
100002524,29
100002524,25
100002524,24
100002524,28
100002525,29
100002525,26
100002525,24
100002526,29
100002526,25
100002527,29
100002527,27
100002527,20
100002528,24
100002528,20
100002529,22
100002529,26
100002529,25
100002529,21
100002530,23
100002530,29
100002530,25
100002531,20
100002531,25
100002532,27
100002532,22
100002532,21
100002532,23
100002533,23
100002533,26
100002534,28
100002534,25
100002534,28
100002535,27
100002535,22
100002536,22
100002536,29
100002537,23
100002537,23
100002537,20
100002538,25
100002538,27
100002539,29
100002539,27
100002539,21
100002539,25
100002540,23
100002540,21
100002540,26
100002540,26
100002541,21
100002541,22
100002542,28
100002542,28
100002542,20
100002542,23
100002543,21
100002543,21
100002543,26
100002544,28
100002545,25
100002545,23
100002545,20
100002546,22
100002546,23
100002546,29
100002547,21
100002547,26
100002547,26
100002547,25
100002548,21
100002548,24
100002549,21
100002549,25
100002549,21
100002549,25
100002550,22
100002550,21
100002551,29
100002551,23
100002551,29
100002552,26
100002552,25
100002552,27
100002552,26
100002553,26
100002553,23
100002554,26
100002554,28
100002554,26
100002555,21
100002555,23
100002555,29
100002555,22
100002556,25
100002557,29
100002557,29
100002557,27
100002558,25
100002558,26
100002559,21
100002559,22
100002559,27
100002559,22
100002560,29
100002560,26
100002561,28
100002561,26
100002561,22
100002561,28
100002562,26
100002562,27
100002562,29
100002563,25
100002564,22
100002564,28
100002565,21
100002565,25
100002565,26
100002566,28
100002566,23
100002567,21
100002567,24
100002567,20
100002567,20
100002568,25
100002568,29
100002568,28
100002568,21
100002569,29
100002569,29
100002570,21
100002570,29
100002570,29
100002570,28
100002571,25
100002572,24
100002572,28
100002572,25
100002572,29
100002573,20
100002573,28
100002573,25
100002574,23
100002575,21
100002575,28
100002575,29
100002575,22
100002576,29
100002576,22
100002576,26
100002576,26
100002577,22
100002578,21
100002579,24
100002579,27
100002579,29
100002579,28
100002580,26
100002580,26
100002580,26
100002581,28
100002582,29
100002582,26
100002582,27
100002583,24
100002583,22
100002583,22
100002583,24
100002584,21
100002584,28
100002585,24
100002585,22
100002585,23
100002586,28
100002586,29
100002586,24
100002587,29
100002587,29
100002588,24
100002588,26
100002588,25
100002588,29
100002589,20
100002589,28
100002589,26
100002590,28
100002590,20
100002590,25
100002590,22
100002591,22
100002591,25
100002592,21
100002593,21
100002594,27
100002594,26
100002594,23
100002594,27
100002595,29
100002595,23
100002596,22
100002597,26
100002598,21
100002599,21
100002599,24
100002599,25
100002600,22
100002600,21
100002600,26
100002600,24
100002601,22
100002601,24
100002602,20
100002602,20
100002603,25
100002603,24
100002604,23
100002604,21
100002604,26
100002604,24
100002605,25
100002606,29
100002606,27
100002606,23
100002606,26
100002607,21
100002607,22
100002607,22
100002608,22
100002608,24
100002609,21
100002610,21
100002611,23
100002611,20
100002611,26
100002612,21
100002612,28
100002612,25
100002613,26
100002613,28
100002613,22
100002614,22
100002615,28
100002616,23
100002616,26
100002616,24
100002616,28
100002617,21
100002617,27
100002618,24
100002619,25
100002619,22
100002620,27
100002620,26
100002620,20
100002621,24
100002621,28
100002621,29
100002621,21
100002622,23
100002622,29
100002623,29
100002623,27
100002623,29
100002623,27
100002624,21
100002624,26
100002624,25
100002624,29
100002625,28
100002626,20
100002626,20
100002627,27
100002627,22
100002627,23
100002627,21
100002628,27
100002629,21
100002629,25
100002629,20
100002629,29
100002630,29
100002631,20
100002632,24
100002632,27
100002633,24
100002633,25
100002634,23
100002634,27
100002635,25
100002636,29
100002636,26
100002636,22
100002636,25
100002637,29
100002638,20
100002638,22
100002639,22
100002639,29
100002639,22
100002639,22
100002640,24
100002640,23
100002640,20
100002640,26
100002641,21
100002642,22
100002642,21
100002642,20
100002642,22
100002643,20
100002644,28
100002644,21
100002645,26
100002645,29
100002645,27
100002645,26
100002646,28
100002647,29
100002647,26
100002647,21
100002647,21
100002648,23
100002648,25
100002648,22
100002648,23
100002649,21
100002649,20
100002649,26
100002649,20
100002650,28
100002650,23
100002650,28
100002650,23
100002651,21
100002652,20
100002652,26
100002652,28
100002652,21
100002653,22
100002654,22
100002654,27
100002655,28
100002655,24
100002655,21
100002655,20
100002656,28
100002656,27
100002656,27
100002657,29
100002657,29
100002657,21
100002658,22
100002658,28
100002658,24
100002659,29
100002659,22
100002660,27
100002660,29
100002660,24
100002661,21
100002661,27
100002661,25
100002662,22
100002662,29
100002662,23
100002662,27
100002663,23
100002663,29
100002663,23
100002664,20
100002664,27
100002664,29
100002665,25
100002665,29
100002666,21
100002666,22
100002666,27
100002667,24
100002667,27
100002667,21
100002668,28
100002669,25
100002669,29
100002669,22
100002669,29
100002670,28
100002670,21
100002670,26
100002670,29
100002671,29
100002672,26
100002672,29
100002673,20
100002673,26
100002673,28
100002673,22
100002674,26
100002674,26
100002674,21
100002674,23
100002675,29
100002675,28
100002676,27
100002676,27
100002677,27
100002677,22
100002677,27
100002678,25
100002678,25
100002678,22
100002678,29
100002679,26
100002680,25
100002681,25
100002682,29
100002682,25
100002683,28
100002684,22
100002684,21
100002684,21
100002684,20
100002685,26
100002685,25
100002685,25
100002686,20
100002686,24
100002686,29
100002687,28
100002688,20
100002688,20
100002688,20
100002689,28
100002690,25
100002691,23
100002691,26
100002692,28
100002692,24
100002692,29
100002692,24
100002693,25
100002693,28
100002694,25
100002695,28
100002695,28
100002695,20
100002696,20
100002697,20
100002698,26
100002698,23
100002699,20
100002699,24
100002700,28
100002701,26
100002701,25
100002701,23
100002701,23
100002702,25
100002702,24
100002702,21
100002702,27
100002703,22
100002703,24
100002704,21
100002704,23
100002705,29
100002705,27
100002705,29
100002705,28
100002706,23
100002706,24
100002706,27
100002707,28
100002707,26
100002707,21
100002708,27
100002708,20
100002708,22
100002708,24
100002709,24
100002709,20
100002709,23
100002710,23
100002710,27
100002710,26
100002710,26
100002711,22
100002712,25
100002712,20
100002712,29
100002712,25
100002713,21
100002713,26
100002713,21
100002714,27
100002714,27
100002715,23
100002716,22
100002716,25
100002717,23
100002718,22
100002718,20
100002719,27
100002719,24
100002719,28
100002720,25
100002721,24
100002721,29
100002722,24
100002722,21
100002723,23
100002724,22
100002724,28
100002724,24
100002725,26
100002725,29
100002725,26
100002726,28
100002726,29
100002726,21
100002727,22
100002727,26
100002727,21
100002727,21
100002728,26
100002729,23
100002730,26
100002731,22
100002731,21
100002731,22
100002731,20
100002732,28
100002732,27
100002733,29
100002733,28
100002733,26
100002734,23
100002734,22
100002734,26
100002735,28
100002735,28
100002735,27
100002736,28
100002737,23
100002737,23
100002737,21
100002738,25
100002738,28
100002739,27
100002739,26
100002740,26
100002740,26
100002740,24
100002740,29
100002741,20
100002741,23
100002741,21
100002742,22
100002742,23
100002743,25
100002743,22
100002743,23
100002744,20
100002744,25
100002745,25
100002745,20
100002745,24
100002746,27
100002746,27
100002746,23
100002746,27
100002747,23
100002747,29
100002748,26
100002748,26
100002748,24
100002748,23
100002749,21
100002750,24
100002751,20
100002752,28
100002752,20
100002752,20
100002752,26
100002753,25
100002754,25
100002754,26
100002754,29
100002755,27
100002755,28
100002755,24
100002756,27
100002756,22
100002757,22
100002757,27
100002757,28
100002758,22
100002758,21
100002758,22
100002758,29
100002759,26
100002759,28
100002759,26
100002760,23
100002761,20
100002761,23
100002761,24
100002762,25
100002762,22
100002762,23
100002762,27
100002763,27
100002764,26
100002764,25
100002764,25
100002765,22
100002765,27
100002766,20
100002766,24
100002767,20
100002767,25
100002767,20
100002768,20
100002768,26
100002769,25
100002769,29
100002770,22
100002770,26
100002771,27
100002772,27
100002772,26
100002772,23
100002772,25
100002773,20
100002774,23
100002774,22
100002774,29
100002774,29
100002775,20
100002775,21
100002775,29
100002775,27
100002776,24
100002776,26
100002776,23
100002777,22
100002777,29
100002777,22
100002777,22
100002778,25
100002778,21
100002778,22
100002778,20
100002779,23
100002779,29
100002780,20
100002780,21
100002780,25
100002780,25
100002781,29
100002781,20
100002781,24
100002781,29
100002782,28
100002782,28
100002783,24
100002783,21
100002784,29
100002785,21
100002785,21
100002786,23
100002786,29
100002787,26
100002787,28
100002787,22
100002787,20
100002788,28
100002788,26
100002788,23
100002788,24
100002789,27
100002789,29
100002789,20
100002790,20
100002790,22
100002790,26
100002791,21
100002791,26
100002791,23
100002792,26
100002792,24
100002793,23
100002793,29
100002793,25
100002793,24
100002794,24
100002794,22
100002794,25
100002794,26
100002795,29
100002795,21
100002795,25
100002795,26
100002796,29
100002796,23
100002796,27
100002796,25
100002797,20
100002797,29
100002798,22
100002798,24
100002798,26
100002799,21
100002800,27
100002801,29
100002801,20
100002801,29
100002801,24
100002802,27
100002803,23
100002804,21
100002804,23
100002804,25
100002805,27
100002805,23
100002805,23
100002805,22
100002806,27
100002806,21
100002806,26
100002807,20
100002807,28
100002807,24
100002808,22
100002808,27
100002809,20
100002809,25
100002809,28
100002810,22
100002810,29
100002811,22
100002811,22
100002811,20
100002812,29
100002812,20
100002812,28
100002813,22
100002813,29
100002813,20
100002814,24
100002814,22
100002815,24
100002815,29
100002815,24
100002815,22
100002816,23
100002817,26
100002817,20
100002818,28
100002818,20
100002819,26
100002820,22
100002820,28
100002821,29
100002821,22
100002822,28
100002823,24
100002823,23
100002823,21
100002824,21
100002824,22
100002825,22
100002825,28
100002825,28
100002825,28
100002826,22
100002826,21
100002826,24
100002826,27
100002827,26
100002827,24
100002827,22
100002827,26
100002828,26
100002828,24
100002828,24
100002828,23
100002829,28
100002830,23
100002830,29
100002830,25
100002831,24
100002831,20
100002831,24
100002832,26
100002832,25
100002832,26
100002833,24
100002834,20
100002834,22
100002834,24
100002834,24
100002835,23
100002835,20
100002835,20
